"project_name","scope","credits_issued"
"Methane avoidance in rice cultivation in North of Linxiang District","Agriculture",NA
"Ang'angxi Water Management with Rice Cultivation","Agriculture",NA
"Boli Water Management with Rice Cultivation","Agriculture",NA
"Fazhan Water Management with Rice Cultivation","Agriculture",NA
"HuanQing Water Management with Rice Cultivation","Agriculture",NA
"Meilisi Water Management with Rice Cultivation","Agriculture",NA
"PingQin Water Management with Rice Cultivation","Agriculture",NA
"XinLiu Water Management with Rice Cultivation","Agriculture",NA
"ZhiTong Water Management with Rice Cultivation","Agriculture",NA
"Improved Cropland Management Project in Guyuan","Agriculture",NA
"Decentralized Municipal Solid Waste to Compost Formation Project","Waste Management",NA
"Fuyuan-1 Water Management with Rice Cultivation","Agriculture",NA
"Fuyuan-2 Water Management with Rice Cultivation","Agriculture",NA
"Fuyuan-3 Water Management with Rice Cultivation","Agriculture",NA
"Energy efficiency and fuel switch project at Welspun India Limited","Industrial/Commercial","38236"
"EVI SUSTAINABLE AGRICULTURE PROGRAM","Agriculture",NA
"CLS Nizip Landfill Gas to Electricity Project","Waste Management",NA
"Mevlüt Coşkun Landfill Gas to Electricity Project","Waste Management",NA
"Global Cookstove Program (Phase 41)","Community",NA
"Global Cookstove Program (Phase 42)","Community",NA
"Global Cookstove Program (Phase 43)","Community",NA
"Global Cookstove Program (Phase 44)","Community",NA
"Global Cookstove Program (Phase 45)","Community",NA
"Global Cookstove Program (Phase 46)","Community",NA
"Global Cookstove Program (Phase 47)","Community",NA
"Global Cookstove Program (Phase 48)","Community",NA
"Global Cookstove Program (Phase 49)","Community",NA
"FUEL SWITCHING AT ATOCONGO CEMENT PLANT AND NATURAL GAS PIPELINE EXTENSION, CEMENTOS LIMA, PERU","Industrial/Commercial","55187"
"Empowering Women in Kenya Through Clean Cooking","Community",NA
"Global Cookstove Program (Phase 50)","Community",NA
"Global Cookstove Program (Phase 51)","Community",NA
"Global Cookstove Program (Phase 52)","Community",NA
"Global Cookstove Program (Phase 53)","Community",NA
"Global Cookstove Program (Phase 54)","Community",NA
"Global Cookstove Program (Phase 55)","Community",NA
"Global Cookstove Program (Phase 56)","Community",NA
"Global Cookstove Program (Phase 57)","Community",NA
"Composting of Municipal organic waste in Mahajanga (Madagascar)","Waste Management","39986"
"Global Cookstove Program (Phase 58)","Community",NA
"Global Cookstove Program (Phase 59)","Community",NA
"Global Cookstove Program (Phase 60)","Community",NA
"Core Carbon Sahaja Vyavasayam in Andhra Pradesh","Agriculture",NA
"ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION IN CHANGSHOU DISTRICT","Agriculture",NA
"Core Farming in Odisha","Agriculture",NA
"Core Farming in West Bengal","Agriculture",NA
"Methane capture and destruction on La Hormiga landfill in San Felipe and El Belloto landfill in Quilpue","Waste Management","11824"
"Core Farming in Tamil Nadu","Agriculture",NA
"Core Farming in Himachal Pradesh","Agriculture",NA
"Core Farming in Jharkhand","Agriculture",NA
"AAC Block Project by Parthcrete Green Concrete Solutions LLP","Industrial/Commercial",NA
"Methane avoidance in rice cultivation in South of Yunxi District","Agriculture",NA
"REPLACING SYNTHETIC NITROGEN FERTILIZER WITH IN-SEASON NITROGEN SOURCES THAT FIX AND SUPPLY NITROGEN TO AGRICULTURAL CROPS","Agriculture",NA
"Grouped Projects for Safe Drinking Water for Schools in Viet Nam","Community","231421"
"Jiangsu Lisaike PET Recycling Project","Waste Management","94109"
"Improved Cookstove Implementation in Nepal.","Community",NA
"MUTLULAR BIOGAS ANIMAL MANURE METHANE RECOVERY AND UTILIZATION PLANT","Agriculture",NA
"Methane avoidance in rice cultivation in Xinzhou district of Huarong county","Agriculture",NA
"Methane avoidance in rice cultivation in Dongshan district of Huarong county","Agriculture",NA
"Methane avoidance in rice cultivation in Shengfeng district of Huarong county","Agriculture",NA
"Balıkesir Animal Manure Methane Recovery and Utilization Plant","Agriculture",NA
"Recycling Roadways for Carbon Emission Reductions - Midstate Reclamation and Trucking","Industrial/Commercial","28915"
"ECOPARQUE SERGIPE LANDFILL GAS PROJECT","Waste Management",NA
"Methane avoidance in rice cultivation in Hefeng district of Huarong county","Agriculture",NA
"Methane avoidance in rice cultivation in Donggang district of Huarong county","Agriculture",NA
"Methane avoidance in rice cultivation in Chaqi district of Huarong county","Agriculture",NA
"VANKE CENTER BUILDING ENERGY EFFICIENCY PROJECT","Industrial/Commercial",NA
"Yangdong Landfill Gas Power Generation Project","Waste Management","234938"
"Yangchun Landfill Gas Power Generation Project","Waste Management","187152"
"CRHC Agricultural Hemp Rotation - Alberta - Project 1","Agriculture",NA
"Cultivating Carbon Regenerative Agriculture Project","Agriculture",NA
"Agoro Carbon USA Cropland Program","Agriculture",NA
"Kayseri Landfill Gas to Power Generation Project","Waste Management",NA
"BERGAMA INTEGRATED SOLID WASTE MANAGEMENT FACILITY AND ELECTRICITY GENERATION FACILITY","Waste Management",NA
"2BZ BES ÇUBUK BIOGAS POWER PLANT","Agriculture",NA
"3A BES Akyurt Biogas Power Plant","Agriculture",NA
"Dongfang Municipal Solid Waste Incineration for Power Generation Project","Waste Management",NA
"Soil+ Project to Incentivize Emissions Reductions and Removals on Agricultural Land in Europe","Agriculture",NA
"Tianjin Dahanzhuang LFG Power Generation Project I","Waste Management","115878"
"CPA1 - Man and Man Enterprise Improved Cooking Stoves Programme in Ghana (Brong-Ahafo region)","Community",NA
"Ege Biogas Project","Agriculture",NA
"Xinxiang MSW Incineration Project","Waste Management",NA
"Improved cookstove grouped project in Rwanda","Community",NA
"Sustainable Paddy Program","Agriculture",NA
"Agoro Carbon USA Pastureland Program","Agriculture",NA
"Grouped Commercial Vehicle EV Project in India","Transportation","65"
"DISTRIBUTION OF FUEL EFFICIENT IMPROVED COOKSTOVES IN INDIA","Community",NA
"Poultry litter to compost using Black Soldier Fly larva in India by Holocene Ecosolutions","Waste Management",NA
"SHANDONG BEICHEN BREEDING SWINE FARM COMPOSTING PROJECT","Waste Management",NA
"Jintudi Composting Project in Zhucheng City","Waste Management",NA
"Western Kenya Soil Carbon Project","Agriculture",NA
"Kitroongruang Biogas Energy Project","Waste Management","35554"
"MEIOESTE UNICARBO LANDFILL GAS TO ENERGY PROJECT","Waste Management",NA
"Optimization of the Nitrogen fertilizer in India and Thailand by using satellite images analysis","Agriculture",NA
"GHG EMISSION REDUCTION THROUGH INTERMITTENT FLOODING IN RICE FIELDS","Agriculture",NA
"AVOCADO AGROFORESTRY GROUPED PROJECT IN ISRAEL","Agriculture",NA
"Chia Tai AWMS GHG Mitigation Project in Guangdong Province","Agriculture","161963"
"Sulige Natural Gas based Power Generation Project","Industrial/Commercial","1009236"
"Improved Cookstove Distribution by Climate Detox Private Limited- Phase I","Community",NA
"Adjusted Water Management in Rice Cultivation in Yuyao City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Shangyu District","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Nanxun District","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Haining City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Xiuzhou District","Agriculture",NA
"Shandong Xiantan Composting Project","Waste Management","84886"
"Biodiesel Project by Rajputana Biodiesel Private Limited","Industrial/Commercial","7121"
"Safe Drinking Water Supply Project in the Rural Area of Senegal","Community",NA
"Improved Cookstove Distribution by Climate Detox Private Limited- Phase II","Community",NA
"GHG CAPTURE IN THE PRODUCTION OF PLASTIC REPLACEMENT MATERIALS","Carbon Capture",NA
"Ningxiang Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Chongqing Tongliang LFG Power Generation Project","Waste Management","124945"
"Wangxingzhuang CMM Power Generation Project","Industrial/Commercial",NA
"DelAgua Improved Cookstove Grouped Project","Community",NA
"ISLWASTE HEAT RECOVERY PROJECT","Industrial/Commercial","59941"
"UpEnergy-Social and Climate Impact Programme-Burundi 1","Community",NA
"CMM power generation project in the new auxiliary shaft of No. 8 coal mine of Hebi Coal Group","Industrial/Commercial",NA
"DNZ Landfill Gas Power Plant","Waste Management",NA
"TVS Landfill Gas Power Plant","Waste Management",NA
"Hebei Improved Cropland Management Project Phase I","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Shagang Town","Agriculture",NA
"The High Impact Carbon Farming Program of Lithuania","Agriculture",NA
"TAIHE COUNTY BIOGAS POWER GENERATION AND ORGANIC FERTILIZER PROJECT","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Anzhou District","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Jiangyou City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Langzhong City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Nanbu County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Yilong County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Xionghe Town","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Baimasi Town","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Tanqiao Town","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Macheng City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Luotian County","Agriculture",NA
"YICHENG -1 ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Xindu District","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Xishui County","Agriculture",NA
"Rivian EV Charging Network Project","Transportation",NA
"Denkoh Dairy Cows Manure Composting Project","Waste Management",NA
"Improved cropland management project in Noorgandusi","Agriculture",NA
"Mudurnu Biogas Energy Power Plant","Agriculture",NA
"Enexor Impact USA","Industrial/Commercial",NA
"NaturAll Carbon Program – Conservation Agriculture and Land Management in Brazil","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Qichun County","Agriculture",NA
"Hongze-1 Water Management with Rice Cultivation","Agriculture",NA
"Hongze-2 Water Management with Rice Cultivation","Agriculture",NA
"SMG - LED Light Program 1","Community",NA
"Adjusted Water Management in Rice Cultivation in Dayi County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Hongan County","Agriculture",NA
"Cookstove distribution project in India","Community",NA
"Suzhou Jiulong PET Recycling Project","Waste Management",NA
"Enhancing Lives of communities by distribution of Cookstoves","Community",NA
"Grouped Cookstove distribution project in India","Community",NA
"Social development by distribution of Cookstoves in India","Community",NA
"Social Empowerment by distribution of Cookstoves","Community",NA
"OLIVE GROVES FOR CARBON FARMING","Agriculture",NA
"Jiaozhou Landfill Gas Recovery Project","Waste Management",NA
"Adjusted Water Management in Rice Cultivation in Qionglai City","Agriculture",NA
"Gansu Ganzhou Biogas Recovery and Utilization Project","Agriculture",NA
"SMG - Cookstove Program 1","Community","47369"
"SMG - Cookstove Program 2","Community",NA
"SMG - Cookstove Program 3","Community",NA
"Boomitra Carbon Farming in East Africa through Soil Enrichment","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Yunmeng County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Xiangyin County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in West Xiangyin County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in East Xiangyin County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Pingjiang County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in North Pingjiang County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in South Pingjiang County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Miluo County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in West Miluo County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in East Miluo County","Agriculture",NA
"Ground-Truth® Australian Orchards","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Jianyang City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in North of Dianjiang County in Chongqing City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in South of Dianjiang County in Chongqing City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Jintang County","Agriculture",NA
"iFood Pedal","Transportation",NA
"Energy Efficiency Project in the Ramla Cement Plant in Israel","Industrial/Commercial","4613"
"Improved Cookstove Distribution in Ghana by EKI","Community","485134"
"DEVELOPING VOLUNTARY CARBON MARKET  PROJECT FOR FARMERS ADOPTNG  ALTERNATE WETTING AND DRYING (AWD)  METHOD FOR RICE CULTIVATION","Agriculture",NA
"Distribution of Improved Cookstove in Quang Nam Province, Vietnam","Community","19932"
"SHINE - Distribution of LED lightbulbs in India-8","Community",NA
"USING DIRECT AIR CAPTURE TO MANUFACTURE CARBON-NEGATIVE  CONCRETE","Industrial/Commercial",NA
"Adjusted Water Management in Rice Cultivation in Dujiangyan City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Anlu City","Agriculture",NA
"Kalyoncu Landfill Gas to Electricity Project.","Waste Management",NA
"Adjusted Water Management in Rice Cultivation In Zengdu District","Agriculture",NA
"Jiyuan Weiheng Cow Breeding Farm Biogas Recovery and Utilization Project","Agriculture",NA
"Healthier, Happier Meals With Fuel And Time Savings In Rural Zambia","Community",NA
"Solar Powered Irrigation Services by Claro Energy, India","Agriculture",NA
"DelAgua Clean Cooking Grouped Project in Burundi","Community",NA
"Grouped projects for water purifiers for climate and community action – Phase 2","Community",NA
"Grouped Projects for Viet Nam Cookstove Program – Phase 2","Community",NA
"DelAgua Clean Cooking Grouped Project in Sierra Leone","Community","2078"
"Recycling Roadways for Carbon Emission Reductions – Global Emissionairy – U.S. Project #1","Industrial/Commercial","21116"
"Adjusted Water Management in Rice Cultivation In Sui County","Agriculture",NA
"Sarkisla Biogas Power Plant","Agriculture",NA
"Kuyucak Biogas Animal Manure Methane Recovery and Utilization Plant","Agriculture",NA
"Climate Action Through Improved Cooking Access In Indo-Gangetic Plains","Community",NA
"Dongxing Waste Incineration Plant leachate biogas Harmless Treatment and Comprehensive Utilization Project","Waste Management",NA
